,comment_text
50565,"No, book refs do not need accessdates, unless you have a link to a website for some reason (i.e., you got the info from a Google books page), in which case you do.    
 #"
88845,::The redirect was placed according to consensus and Anupam (presumably also living in India based on his comments) was the only person who objected and edit warred over the redirect. Lots of coincidences there. I assume that you are both Christian missionaries living in India?
8114,"Who say kushwaha as sudhra in india? The only you and you biased people. Have you surveyed in india that kushwaha falls in sudhra varna . Keep your talk to yourself. You fucking asshole write yadav also as sudhra varna , nitish kumar comes from kurmi and every body recognised him that he comes from upper caste. do you need more proof that pinch is wrong . its nt realiable source ."
9058,""" 

 ==Lisa Fonssagrives== 
 Is there a reason why you keep adding """"American"""" categories to Lisa Fonssagrives page when it is widely reported that she is Swedish? What is your source that says she is American? According to her birthplace, ethnicity, and her interviews, she and her children say she is Swedish. So where are you getting she is American? She is an immigrant living in America, but that does not make her American."""
55649,":Ivy Pan 

 A tag has been placed on Ivy Pan, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable (see the guidelines for notability here). If you can indicate why the subject of this article is notable, you may contest the tagging. To do this, please write  on the top of the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself. 

 Please read the criteria for speedy deletion (specifically, articles #7) and our general biography criteria. Feel free to leave a note on my talk page if you have any questions about this."
151609,""" 
 :In England, the team is always referred to as """"England"""", or """"the England team"""", and almost never """"the English team"""". """"England"""" is the name of the team and it is a national football team. We use """"Manchester City football club"""" instead of """"Mancunian Metropolitan football club"""". This also helps us avoid problems with teams where the adjective is not the best way to describe the team; to quote from talk:England national football team: 
 ::""""It also makes the pages easier to follow if all the international team pages take their national name rather than the associated adjective - what do you call someone from New Zealand, anyway? How do you distinguish between the Republic of Congo and the Democratic Republic of Congo without using the name of the country? What about ethnic Croats who play for Serbia and Montenegro or ethnic Mongolians who play for China - is the best way to refer to the team really as Serbian or Chinese? Finally there is the potential problem of references like American football team. All very confusing unless as much ambiguity is removed as possible. 
 ::So that's why... - Madw """" 
 :I know this system seems somewhat counter-intuitive at first, but I hope this has cleared things up.  •  """
85220,"== You  are not a Reliable Source, per Talk:The Age of Stupid and Talk:350_(organisation). == 

 You  are not a Reliable Source, per Talk:The Age of Stupid and Talk:350_(organisation)."
108773,"== Speedy deletion of Yafei == 

 I respect that you declined my request to speedily delete this non-notable artist.  However, your reasoning seems flawed.  Please note that the label that he co-founded is also non-notable, and the article for it had been created by same user (likely the artist himself). I am renominating both for deletion, but not speedy.  I trust I have your support for this nomination."
55353,""" 

 Hi MalleusMaleficarum1486, after seeing what  wrote and your follow-up comments, I am writing regarding the Wikipedia WP:CIVILITY pillar in my capacity as an administrator on Wikipedia.  The essence of civility is maintaining respect for the people you're interacting with on Wikipedia, even if you disagree with their views.  This can be tough to do, believe me I know, especially if you really don't respect their views:  it's easy to think, 'You hold an idiotic view therefore you must be an idiot too.'   

 I also know that on Wikipedia it's easy to get away with hurling insults in someone's direction by insulting their actions or views instead of the person.  You can't say 'You're an idiot and a jerk' but saying 'You write idiotic things a jerk would write' gets you through an WP:NPA loophole.  However doing that doesn't meet with the core civility principle of maintaining respect, so please don't do it.  If you do it, whatever message you were trying to get across will be totally lost, and if your goal was really to try to convince someone of something, you will have failed. 

 Please contact me on my User Talk if you have any questions.   """
2235,"::: Decausa, your arguments are completely unfounded. You removed an article that described Mecca's cultural richness with an article that had journalist POV against the Saudi government. When I replaced the original article, putting it side by side your POV article, you reverted my edit with a phony claim on the talk page that somehow my restoration of the article violated some nebulous Wikipedia policy. You go around blaming everyone of violating Wikipedia policies, with flimsy and incorrect misinterpretations, while actively inserting your POV and removing reliable sources. From your talk page, other editors have also noticed the same thing."
70829,'Bold text''Italic text[[Link title[[Media:Link titleMedia:  Example.ogg      ]]]]'''
70363,Bugger off.
41451,""" 

 == US National Archives collaboration == 

 {| style=""""background-color: #faedc6; border: 1px solid #7a9aa2; margin: 0.5em; padding: 0.5em;"""" 
 |- 
 !rowspan=2| !! style=""""font-size:150%;""""|United States National Archives WikiProject 
 |- 
 | 
 :Would you like to help improve Wikipedia's coverage of topics related to the National Archives and its incredible collection? This summer, the National Archives—which houses some of America's most important historical documents—is hosting me as its Wikipedian in Residence, and I have created WP:NARA to launch these efforts.  There are all sorts of tasks available for any type of editor, whether you're a writer, organizer, gnome, coder, or image guru. The National Archives is making its resources available to Wikipedia, so help us forge this important relationship! Please sign up and introduce yourself. ·  
 |}"""
51884,":Unfortunately (as I figured out after I blocked him, and looked at the history of the page he was vandalizing) he's hopping IPs with each edit.  They're probably open proxies  85. is in Europe, 68. in the U.S., for example  so blocking each one as a preventive measure won't work. Only page protection, which another admin, really works in this case.  AIV would help if no one else is noticing; we get this type of trolling pretty often, and the more people who help out the better.  Thanks,"
132906,"== Remaining tasks == 

 Pending tasks: 
 * Rewrite demographics & employment. possibly merge? 
 * Nothing on infrastructure 
 * Check for consistency 
 * Compare with other FA's: Economy of Africa & Economy of Ireland 
 * Another Map for regional imbalance. 
 * Any other tasks? 
 BTW, how many days should an article remain on Peer review? 
 pamri"
34711,""" 
 ::Sorry for the late response, interesting article; thanks for the link . I hope I was in Ukraine on Independence Day, because I'm currently enjoying my vacation in Malaysia . '''''' •  """
61197,"The content of Bronia Costello was not sufficently note-worthy to merit an article on Wikipedia, and was removed. We welcome newcomers, and encourage you to become a Wikipedian. By creating an account and logging in, you are entitled to a personal user page into which that article's content could be incorporated. However, a subject must be notable to merit inclusion in the actual encyclopedia."
146482,""" 

 == Cannabis == 

 I have reverted this edit. The source describes two case reports of people who used cannabis and developed emphysema (with bullae) and aspergillomas, with subsequent pneumothoraces. The reference is a primary source, and in any case concentrates more on the connection between cannabis and aspergillus. The presence of pneumothoraces is incidental. Perhaps more importantly, my main secondary sources do not describe cannabis use as a cause for pneumothorax, I am inviting the anonymous IP editor to comment.  ¤  """
123624,", but including a link for this seems ok,"
46815,""" 

 == 8000 children and their mothers to Australia == 

 I don't speak Norwegian, but the caption says """"to Sweden, Germany and Australia"""", not """"to Australia"""".   """
138633,":How that constituted vandalism is beyond me.  Unless you personally suck Barry's dick, why do you care?"
54928,"== Help with RfC Posting script == 

 I'm trying to use your posting script to give Talk:SpongeBob's Truth or Square a RfC. I fill out the form properly, but I get this error: 

 ERROR: The talk page you entered does not have a corresponding page. 

 What is the problem?"
141499,":A possible vandal, , messed up the name of the article, with a redirect now blocking the revert (back to the original name of the article)."
152062,"::::I believe that it is a relevant link and does not present a problem, any more than any of our hosted image files do."
129722,""" 
 ::::Since apparently you've already made up your mind and are not here to discuss, but rather to accuse me, I'll ignore your query. Should you decide you want to actually start discussing, then you'll be welcome back.   ''''''  """
152329,al pacino is the BEST. Fuck de niro
143797,"== Third party uses == 

 I have found recently that club pengin have a certain feature in the community feature for the selected igloo of the month, 
 Now! It's not so hard to relize that these people have been using money cheat  in which you get hundreds of thousands of coins instintly."
27099,"::Sagamore was built by Doxford in 1893, but the first turret ship had been built the year before (and the year after Wetmore visited Liverpool).  On the relationship between ship types, a drawing of cross-sections would be helpful. I have cross-sections for conventional, turret, and trunk deck ships; I do not have one for a whaleback.  (The upper part is obvious, but the bottom does not show in the photos, and it would also be useful to know if there was a double bottom.)"
114988,""" 

 :::Though you did recently award me a gun,  so I'm assuming you make exceptions for trolls and vandals, and that poor editing need not be placed within the context of historical materialism?   """
44474,""" 
 == Your submission at AfC Enfant Bastard was accepted == 
  Enfant Bastard, which you submitted to Articles for creation, has been created.  
 You are more than welcome to continue making quality contributions to Wikipedia. . 
 * If you have any questions, you are welcome to ask at the help desk. 
 * If you would like to help us improve this process, please consider . 
 Thank you for helping improve Wikipedia! 
 — '''''' """
141124,""" 

 I moved this to include the word """"The"""", because it's part of the song's title. Same as we do with TV shows like The Office or movies like The Incredibles. -  |  """
111834,"== edits to Anapanasati == 

 Perhaps we should discuss the edits to Anapanasati. I thought the quote of Zaher was too long and was redundant. I thought that Zaher is paraphrased and then the same information is then quoted. Then, a paragraph that contains several obscure texts was included - a paragraph beginning with the phrase, 'Zaher continues,' or something of the like. 

 Perhaps we should start a section on Talk:Anapanasati. I'll wait until you're finished before making further edits, and if you post on Talk:Anapanasati then please alert me on my Talk page. Thanks, good luck."
57759,"== QED == 

 This explanation of QED blows."
122341,""" 

 == Oh holy Jesus.... == 

 That peeking Jimbo head is creepy as hell, especially when you're not expecting it. Gah!  (// """
152504,"|Random Picture of the Day]]== 

 Hello, ! Just reminding you that you are listed as a member of the ! It would be great if you could add a picture or too! Put the template on your user page with {{User:Presidentman/potd/template}}, and encourage other users to add pictures. You can also put our userbox on your userpage using: {{User:Presidentman/Ubx/RPOTD}}. Hopefully you'll help out!"
142542,::::Ok moving on. I really dont give a shit anymore.
47870,Is this Mother Fucker dead?
108748,"for being racist, stupid, and retarded"
25768,Note to self: Shane is a nerd.
4830,"::Painful indeed but in an ideal world, stupidity shall be a crime with the worst consequences possible."
100742,""" 

 ==Recat== 
 Oh thanks for that. I did ask Pegship to create the Bengali film cat. It seems a major cooincidence it was done soon after       """
48423,""" 
 :::Damn you hoes, why doesnt it work for me?? Beysus Chriwt help me... —   """
58166,"a) my point is that you enthusiastically add your  to articles; which slants them 
 b) fuck off and patronise someone else 
 c) work harder; that really isn't very good. "
94704,""" 
 :That's stupid. The people in question have all been dead for centuries, we hardly know what they believed anyway, and practially the only reason we have heard of them at all is because they were considered heretics by their contemporaries. """"Heretic"""" is, de facto, a neutral historical term for people who were thrown out of mainstream Christian churches for teaching heterodox doctrines. The article is not """"declaring"""" them heretics, it's simply describing a historical fact.  """
75795,""" 

 == Leontovych == 

 Hey, I've significantly expanded the article on Mykola Leontovych over the past few months. Thought (maybe more of """"hoped"""") you might be interested in expanding, correcting it, or editing in general to help bring it to good, or even featured status. -)'''' """
95578,fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fatfat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat fat
24141,""" 

 ==Factual accuracy dispute== 
 Recently 68.166.38.191 has removed the external links section and membership ranges from the article. As well as creating a section header above the entire article called """"This article is not from reliable source"""". I reverted his edits and added a fact dispute template to the top of the page.  """
113507,I'm happy that my driver will be back in the game. For those of you who don't believe just listen to the podcast around the 5:23 mark and they will confirm that Edwards is in the game.
6932,"== Mliha == 

 Mliha has been captured  by the Army. Change to red please."
137307,"== Question == 

 Can people from these shared IPs still log in and make changes?  ''''''"
146124,""" July 2011 (UTC) 

 A.  You might srsly be surprised how man """"normal people"""" (not young webhead techie wiki-crowd editors, but normal readers) do not know to click on the photo or do not do it routinely. 

 B.  Some websites give a bigger pic when you click on an image.  Some do not.  It is by no means universal for that to happen. 

 C.  Clicking sux.  I want to incorporate info as fast and efficient as I can. 

 D.  Doesn't help if the page is printed. 

 P.s.  That said, your MP review was bitchin'.   ()  02:16, 12"""
21941,""" 
 # Please stop making test edits to Wikipedia. It is considered vandalism, which, under Wikipedia policy, can lead to blocking of editing privileges. If you would like to experiment again, please use the sandbox.     """
120759,"== World Champions == 

 Hey Jersy: 
 Whats up? Thanks for your kind words about my articles on my talk page. Im very flattered every time someone says something good about my articles. It says a lot about each of us responsible wikipedians as well, because I have learned from you and everyone else a lot of things about life and about writing just by reading wikipedia articles.  

 Well, about the world champion boxers, its just that I was an amateur boxer myself when I was 12-14. I didnt make it, and let me assure you for everyone that wins a world title, there are , well not 1,500, but I can tell you none of the twenty five guys that trained at my gym ,and these included two world ranked boxers, became a world champion, thats why I feel that the status world champion is a special one so thus should be put next to the boxer's name, just like Presidents are not merely mentioned as politicians next to their names.  

 I'd guess the ratio is about 500/1 to 800/1 as far as the kids who fight as amateurs and those who go on to become professional world champions.  

 BUT, I'd hate a revert war and furthermore, I'd hate to have you an enemy, as a mater of a fact I mean to become friends with everyone here if possible. So Im not gonna put world champion again unless for some reason I forget.  

 Thanks for everything and God bless you! 

 Sincerely yours, 
 ''''"
36818,":i confirm that, i m german"
39382,""" 

  
 == D.J.VERSION == 

 Not sure how important this is - so feel free to delete - but , Arista released a radio broadcastable version of the vinyl album with the naughty words """"bleeped"""".   """
142839,":::Okay, that's fine. Also, I'd advise against making changes to YellowMonkey's, Dabomb's, and Steve's edits. All are the best copyeditors and you're lucky to get their attention! I'll be logged off for a while, but will check in tonight."
18661,"Well, man. If you going to continue this kind of arguing, I'm going have to return you back my . Average Israeli family have home network with couple of computers connected via broadband connection to the Internet. Many know some English. I still don't know how you quoted government sponsored talking about army, when source clearly talked about volunteers. And I agree that government bureaucrats, generally, need to justify with PR their next year funds. I know it's custom on Wikipedia to strike errors. There is no consensus for inclusion."
34808,"== Number of identified subspecies of HPV == 

 The article states there are 120 types but over in the Plantar wart article it references HPV-156 which implies there are at least 156 identified viruses.  What is the actual number currently known and if it is 120 why did the numbering scheme skip up to 156?"
55422,"== location == 
 534 S 4th st is wrong. That's right around the corner from South St. The mention that Wexler Gallery is now in the same spot would place it at 201 North 3rd Street. Is there any reference for either? 
 -"
2405,"""I'm not Freeman. I am a supporter. You, on the other hand, are a still a redneck fascist. You're the biggest stalker racist in cyberspace. My degree is in law and I find it hard to believe you have a degree since you spell like you're drunk and high. Please check your spelling, stalker redneck, of the word """"criticized."""" You call other people idiots while you can't spell. Oh, and you still haven't posted your real name so I can check out your background. Loser.  

  """
68545,":Alright, rules are rules.  I'll read them better next time; sorry, I suck."
63872,"== utophia == 

 around 40 million ? really wikipedia ? i am eagerly waiting when you fix this bullshit."
32741,"==CfD nomination of Category:People from Kirkland, Montreal== 
 I have nominated  for renaming to . Your opinions on the matter are welcome; please participate in the discussion by adding your comments at the discussion page. Thank you."
56547,"""style=""""vertical-align: middle; padding: 3px;"""" |  
 THANKS for the remainder of TS3 
 |"""
110879,""" 

 == April 2008 == 
  You should wait for others to write an article about subjects in which you are personally involved. This applies to articles about you, your achievements, your band, your business, your publications, your website, your relatives, and any other possible conflict of interest.  

 Creating an article about yourself is strongly discouraged. If you create such an article, it might be listed on articles for deletion. Deletion is not certain, but many feel strongly that you should not start articles about yourself. This is because independent creation encourages independent validation of both significance and verifiability. All edits to articles must conform to Wikipedia:No original research, Wikipedia:Neutral point of view, and Wikipedia:Verifiability.  

 If you are not """"notable"""" under Wikipedia guidelines, creating an article about yourself may violate the policy that Wikipedia is not a personal webspace provider and would thus qualify for speedy deletion.  If your achievements, etc., are verifiable and genuinely notable, and thus suitable for inclusion in Wikipedia, someone else will probably create an article about you sooner or later. (See Wikipedia:Wikipedians with articles.)     """
42073,", 6 September 2010 (UTC) 
 ::::: Yes I agree with you but trying to judge the number of Turks by looking at how many Turkish citizens live outside Turkey is unjustifiable. For example, there are 16,000 Turkish citizens in Azerbaijan according to this source... maybe there are some Kurds in this population, but that does not mean there is less than 16,000 ethnic Turkish people in Azerbaijan. There are actually over 100,000 ethnic Turkish people due to the Ahiska Turks being deported from Georgia in 1944. I hope you understand the point I am making. Unless the source actually says that Kurds or other minorities are included in the figures which are currently in the info box I cannot support you with your argument.  Regards.  16:55"
102624,""" 

 == Baseball entries == 

 First off I'd like to thank you for your contributions to the pages of baseball players - it seems like you have worked hard on creating an number of new articles.  However, I have an issue with the inclusion of some of your """"trivia"""" on a number of players' pages.  For instance, on Frank Lary's page, you wrote that he was the first strikeout victim of Cleveland Indians right-hander Russ Heman. {Cleveland Stadium  April 20, 1961}.  On Elton Chamberlain's page you wrote that He was the starting pitcher in the only game that his teammate Bob Mathews ever got into. {Athletic Park  September 25, 1891}.  Do you think this information is important enough to warrant inclusion on each of these player's entries?  I removed both of the sentences because I feel that this trivia is too trivial.  If either Russ Heman or Bob Mathews was a notable athlete (or notable at anything) I wouldn't have a problem with it.  Please reply to let me know your opinions on this issue, however if you agree with my position I ask that you refrain from adding non-notable """"trivia"""". Thanks,  """
106721,":Thanks for voicing your opinion. I've restored the material and tagged it. Let's discuss further. If the ips continues to edit-war (I'm assuming it is one person using a dynamic ip), I'll request the articles be partial protected to stop the disruption."
8438,"== Some idiot blocked me, and I didn't do a thing. =="
47512,""" 

 ==Correlation vs. Causation== 
 """"Educational attainment among whites has a significant positive effect on support for same-sex marriage"""" This seems to confuse correlation with causation, an overall feature of the writing in this section. It seems unlikely that educational attainment can genuinely be shown to be causative here; much more likely is one or several underlying factors such as social class, general intelligence etc. This section needs careful rewriting."""
88535,""" 
 How about a fucking policy!!! """"Articles should not be split into multiple articles just so each can advocate a different stance on the subject.""""  """
40042,I didn't see any mention about how fags are going to spend an eternity burning in the fiery pits of hell for forsaking our Lord and Saviour Jesus Christ...maybe I missed it.
50087,That makes me feel better. Its a good thing when your not an idiot. ^_^
74191,"==Thanks!== 

 Thanks for the note, Dave. I am new and so don't know how to 'talk' to you other than editing this page. Also, why 'Dave' when your username is 'Harry'? Anyway, maybe I will eventually do more than fix typos in the articles I read. -) See you!"
68210,"""13, 7 February 2006 (UTC) 

 :::The separate article with links option sounds good. It's a subject I have an interest in but little knowledge of so would read.   

 ::::Great, will get on with that then. It will probably take a while though as there's lots of compiling to do and life to live in the meanwhile. I'll let you know when it's all done and ready.  Thanks for the advice.   

 A good addition for this proposed section would be the Oxyrhynchus hymn, which is from the earliest known Christian musical manuscript.     

 ::What we have does look good to me as a start. I think there is a lot of room for expansion, and elaboration here, on the pointsmeat on the skeleton so to speak. This should help to enrichen the article to give a fuller understanding of the points. While there are no problems with what it says now, its seems too bare and sounds too choppy.    

 == accuracy and npov tags == 

 What still needs to be addressed before these tags are removed?   

 :Personally I don't see anything. Only that the article deserves more material, not that what is there is a problem. :    09:"""
136161,""" 
 == File:Divergence (ENT episode).jpg listed for deletion == 
 A file that you uploaded or altered, File:Divergence (ENT episode).jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you.  —❤☮☺M☯ """
68908,""" 

 :Translation of the message received here from the user who left the above message: """"You stink from far away. One can tell you are a stinking kike. Never mind, there's a place in front for you at the next holocaust you regurgitated thing you! You'll leave this message [on your page], as it is not maculature! You altered shit! I would make soap out of you, but you kike meat is stinking and unsuitable for soap!"""" This is perhaps the time to call admin's attention to the fact that this person and his acolytes roam free and untouched on Romanian wikipedia, and that they have authored hundreds of articles with demeaning and strongly anti-semitic content.  """
69925,"I guess what I was thinking about was enlarging Mechanical biological treatment with most of the text  from ArrowBio and leave a re-direct from ArrowBio. You still have the external links in the MBT article.  
 Just a thought - I'm not going to get too aggravated over it !"
129035,":Sadly, yes.  See also m:AIW.  (Factionalism sucks.) —"
69347,"Please stop. If you continue to remove legitimate warning messages from your talk page, you may be blocked from editing Wikipedia."
113650,==    I LOVE BIG DICKS ==
99530,""" 
 :Done for a week! Hopefully that'll give you a rest. What is with you and socks and stalkers? Whatever it is, if they hate you that much, you must be doing something right! )  |   """
35766,"Thanks for the other suggestions, especially the sandbox, since I am new to this!"
145555,":Yeah, that's a problem, isn't it? It's always expensive when you're looking for it. I have the same problem with comic book and music articles. Anyway, I will go and look through newspaper archives  the local community college campus here has a decent archive of New York Times and Newsday articles, maybe I can find something over there? I'll take a look at the other CBS Reports episode as soon as possible! Have a nice day!"
141325,""" 

 == Your a jerk == 

 Have you ever realized that your site is a joke?  Wikipedia is worthless.  The only good articles such as """"copter club"""" get deleted real fast.  For no reason mind you.  Did you bastards even check it out first?  I know it wasn't you, but you're a bastard just the same.  You're tacky and I hate you. 

 -Craig"""
57206,"=== New lede implemented === 
 Per , , and myself, and the belief that the newly proposed version addresses the concerns raised by , I've gone ahead and put the two proposed paragraphs into action. I think it's an improvement- we've cut a lot of cruft out, and it should be a lot easier to see where expansion is necessary (cutting out the list of online forums gamergates use, and list of their most prominent targets, is a good example of where potential cruft has been cut.)"
11665,:You are so obviously trolling us that you can't even keep yourself from hiding that. It's really pathetic. —…
28745,""" 

 :Please go ahead and move it if you like, but I don't feel several paragraphs on each test is warranted - compare for example Lord's Cricket Ground#Test matches at Lord's. Also the current test match content could possibly go under """"Facilities / Field"""" (development), it currently has only a small mention of the actual games. I think the infobox photo ought to show the grandstand / primary building, I have another wider angle shot although its between balls.   """
55022,"== Chobits — sexual intercourse == 

 In the manga, Freya specifically explains to Hideki that Chi can not have sex, because her reset switch is, well, in her vagina, to be explicit. If Hideki were to make love to Chi, she would be reset, losing all of her memories and reverting to a blank-slate."
6817,"सालु 
 म बिना तिमी र तिमी बिना म बाच्नै नसक्ने होइन तिमीले पनि म भन्दा हजार गुणा राम्रो जिबन शाथी पाउली र त्यस्तै मैले पनि पाउला तर हाम्रो बास्तबिकता त्यो होइन ।  यो मन्ले चाहेको मान्छे हौ तिमी पहिलो नजरमै मन पर्यो तिमी बिनाको ससांर अपुरो छ जस्तो लाग्यो किन किन यो मन्ले केवल तिमीलाई मात्र खोजिरहन्छ तिमीलाई मात्र चाहिरहन्छ यो मन्ले त अझ के भन्छ थाहा छ सधैभरी तिमी मेरै हो रे तिमी बिना त यो ससांरको संरचना नै भङ्ग हुन्छ रे मन तिमी तिरै गइरहेको छ यो मन तिम्रै यादमा पागल भईरहेको छ जुन दिन तिम्रो र मेरो भेट भयो त्यो दिन देखी म तिम्रै यादमा हराईरहरायको छु तिमी बाहेक अरु सोचेको पनि छैन तिम्लाई भेटेको त्यो ठाउ तिमिसगँ गरेका कुरा ति कुराहरु तिमीसगँ बितायका ति पलहरु क्षण हरु आँखाभरी घुमिरहेका छन"
44891,""" 
 ::See those first two links in my response?  Read them.  To start, you need to find a reliable source that makes those claims.  And the sources you've used so far don't cut it.  Not even remotely close.  The article also describes the bill as it is - not what it isn't.  I don't think anyone considers it """"universal health care"""".  And finally, you need to avoid the """"minor edit"""" button.  If you add information to an article, it is not a minor edit.  You use that all the time, which is considered rude by most WP editors.    """
145723,"::::: About the usage of a spectrum, that just affects the initialization of the system, so I don't see how that would affect the method itself. —"
70149,""", 21 May 2010 (UTC) 

 ::::SamBlob it is inappropriate to use the terms """"arrogant boasts"""", """"vague boasts"""" or """"vain boasts"""" here. My understanding is that to say """"Lamborghini gradually gained the impetus to create cars"""" misrepresents the explanation that Ferrucio Lamborghini himself has given in interview. F. Lamborghini complained to Ferrari about the inadequacy of the clutch in his Ferrari, felt snubbed by an offhand rejection he received and thereupon determined to build """"a better Ferrari"""". I agree it fails WP:POV to state that he succeeded. That does not mean the text should hide the fact that Lamborghini models deliberately competed with Ferrari offerings, notably on performance and styling.   21:56"""
43313,"== puerto rico's ugly and brutal history == 

 if you are part spanish you are part imperialistic white devil.own up to it.understand that the spanish invaded,raped,murdered,pillaged,conquered and assimillated the island that is now called puerto rico.then when the indigenous population was almost wiped out the spanish started bringing over slaves from sub-saharan africa.so we got the destruction of a native american culture and it's people and the enslavement of black africans,sound familiar.no one is beyond reproach."
147004,""" 

  Please do not remove content from pages without explanation, as you did with this edit to Never Back Down. If you continue to do so, you will be blocked from editing.   -  """
140643,**NOTE: ADDENDUM this can be confirmed in the article history though i don't often check that area myself so i can harldy throw stones.
25580,""" 
 :::::::A secondary source explains it clearer. Valuing Intangible Assets, Reilly, (1999): 
 :::::::*""""Some people believe that the compilations of the work of other authors are not subject to copyright protection. This is not correct. In fact, the compilation of existing work may be considered an original expression subject to copyright. . . . A compilation is a copyrightable work that is the result of bringing together or arranging preexisting material (regardless of whether that material is protected by copyright) in an original way. Copyright protection is based on the original selection, coordination, or arrangement of the material, not the copyright status of the preexisting material itself."""" (cited from Copyright Permission and Libel Handbook.   """
130154,":::I found the nomination forms/photos six months ago so I'm rewriting all the pages in Scott County as I have time.  I thought I'd make other corrections as well.  There were only five incorrect photos.  I'll be there in two weeks and I'm planning to retake them, although I suspect the Spencer House in PV has been torn down."
110886,":: Some on here (not me) have seen a TLS letter confirming the removal of the THE article. I assume this material has come from the subject (or his representatives) - the publishers didn't respond to my e-mail to them. Since people have this contact, would it not be fair to ask to see the subject's 'statement of case' in the 'lengthy legal battle' to see on what grounds he was battling the THE/TLS? It might have been about plagiarism, but it might instead have been about other contentious features of the article (the accusation in THE of 'playing the race card' against his Head of Dept, for instance). Surely that's a good way of moving towards the whole truth about the removal-or-retraction (and why, and does it matter) issue? The statement of case is something any of us could obtain, with a bit of work - JN466 has said he has the case reference number."
29711,and you like it up the ass
34210,"The decanter editor is now John Stimpfig.  

 Stephen Skelton."
63236,"Ein gutes Beispiel dafür, wie kreativ hochklassig und inhaltlich wertvoll man heutzutage im HipHop immer noch agieren kann, liefert Özgür Youssuf  ab. Es muss in den Texten ja nicht immer um Sex, Geld und fette Autos gehen. Was ja auch ganz lustig sein kann, aber hier gibt es eine Message, eine tiefergehende Bedeutung. Der seit einigen Jahren in Wien lebende und aus Afghanistan stammende Rapper hat etwas zu sagen. Er will aufwecken, die Sinne schärfen und das vorurteilsbehaftete Bild, welches die Leute hierzulande den Menschen seines Heimatlandes entgegenbringen, revidieren und auf die Missstände in seinem Heimatland aufmerksam machen. 

 Es muss für Özgür Youssuf wohl vorgekommen sein, als würde er auf einem anderen Planeten landen, als er einst vor wenigen Jahren in Österreich angekommen ist. In seinem Geburtsland Afghanistan als Angehörigen der usbekischen Minderheit waren ihm und seiner Familie viele Rechte, die in unseren Graden als selbstverständlich erachtet werden, verwehrt geblieben. Obwohl hervorragend ausgebildet (er studierte an der Universität Balkh Rechtwissenschaften) und fünf Sprachen fließend sprechend (Arabisch, Russisch, Englisch, Farsi /Dari, Urdu, Pashtu), blieben ihm als Teil der ausgegrenzten Volksgruppe kaum Chancen, zu einem, seinen Fähigkeiten entsprechenden Job zu gelangen. Was in einem krisengeschüttelten und kriegsgebeutelten Land wie Afghanistan, auch für die Vertreter der Mehrheitsbevölkerung ohnehin auch schon schwer genug ist. 
 
 Dennoch, trotz aller Missstände, trotz all den vielen Ungerechtigkeiten und Grausamkeiten, die ihm in seinem noch jungen Leben widerfahren sind, hat Özgür Youssuf sich seine Liebe zu seinem Heimatland bis heute bewahrt. Sich selber als „Kämpfer“ für die gute Sache und die friedliche Verständigung zwischen den einzelnen Volksgruppen, sehend, hat er in Wien den Rapp für sich als die perfekte künstlerische Ausdrucksform entdeckt. Seit Jahren nun schon höchst sich aktiv in der Szene bewegend, ist es Özgür Youssuf vor allem ein Anliegen, die Leute auf die schwierigen Verhältnisse in Afghanistan aufmerksam zu machen. Auch will er den vielen ungerechtfertigten und nicht hinterfragten Vorurteilen, welche man in der westlichen Hemisphäre den Menschen des zentralasiatischen Landes entgegenbringt, offensiv entgegentreten. „Afghane sein, ist nicht gleich Terrorist oder Taliban. Wir sind mehr und wir können mehr“, so der im Jahre 1986 geborene Rapper. 
    
 Bislang in Erscheinung getreten ist Özgür Youssuf mit zwei selbst produzierten Alben „Nasibe mor“ (2006) und „Fuck The Police“ (2009). Auch ist er recht fleißig auf den Bühnen von hier bis nach Afghanistan unterwegs, um seine Message an die Leute zu bringen. Rapp bedeutet für den 26 Jährigen jene Freiheit, das sagen zu können, was man will und für richtig befindet. Und das tut Özgür Youssuf heute mit allem Nachdruck"
117395,":::::I've now reworked the tables along the lines, but with one modification: I've forced the first column into being 30em wide, rather than auto. With the JLM filmography list I was advised to try and keep the same columns the same size on the various tables. With forcing them film/programme/production to all have the same width, the uniformity is achieved, without any issues I could see on the two systems I am using. Please ket me know if this is an issue on yours, and if it's OK I'll replicate the sizes onto the JLM article too. Many thanks! -"
8622,"(UTC) 

 ::::True, true. You may have noticed I actually have a message on the general disclaimer asking anyone who is a copyright expert to contact me. It will be interesting to find out. For now, I'm keeping the site up unless I find that, for sure, the disclaimer doesn't keep it legal. Thanks for your help and have a nice day.  21:56, 31 May 2005"
